"ability_id","ability_name","ability_abbreviation","description_short","description_full","ability_type","ability_subtype","archetype_tags","warrior_unlock","arms_unlock","fury_unlock","protection_unlock","unlock_source","subclass_filter","requires_ability","unlocks_ability","replaces_ability","modified_by","wow_cost_rage","bg3_action_cost","bg3_resource_cost","bg3_cooldown","bg3_file_type","bg3_spell_type","bg3_spell_success","bg3_target_conditions","damage_formula_bg3","status_applied","implementation_status","implementation_priority","implementation_notes","bg3_other_resource_cost","wow_mechanic_type","bg3_mechanic_equivalent","resource_cost_rage","damage_formula","granted_by_subclass","localization_handle_name","localization_handle_description"
"WAR_Demolish","Demolish","DEM","Powerful three-hit combo that slows movement by 99%.","Very powerful three-hit combo, slowing movement speed by 99%. Defensive and mobility abilities do not interrupt the attack.","Offensive","Hero-Talent-Passive","Colossus,Hero-Talent,Major-Cooldown,Stun","","13","","13","Hero Talent","Arms,Protection","","","","","25","None","ActionPoint:1;Rage:25","45 seconds","Spell_Target","Target","DealDamage(5d12+StrengthModifier,Physical);ApplyStatus(STUNNED,100,2)","MeleeRange() and not Dead()","DealDamage(MainMeleeWeapon+3d10,MainMeleeWeaponDamageType,Magical)","","Not Started","P0","Colossus active ability - Massive damage with stun.","","Multi-Hit Attack + CC","DealDamage(Hit1) + DealDamage(Hit2) + DealDamage(Hit3) + ApplyStatus(SLOWED_99,3turns)","25","5d12+StrengthModifier,Physical (total over 3 hits)","ArmsColossus,ProtectionColossus","h78fe4967g01c1g0000g0000g000000000001","h78fe4967g01c2g0000g0000g000000000001"
"WAR_Slayer_s_Dominance","Slayers Dominance","SD","Frequent damage proc that applies Marked for Execution.","Frequent random single target damage proc that inflicts the much more important Marked for Execution debuff.","Passive","Hero-Talent-Passive","Slayer,Hero-Talent,Keystone","","13","13","","Hero Talent","Arms,Fury","","","","","0","None","N/A - Passive","N/A - Passive","Passive","N/A","","N/A - Passive","N/A - Passive","N/A - Passive Effect","Not Started","P0","Slayer keystone passive - Grants core Slayer mechanics.","","Proc Damage + Debuff","OnAttack():Roll(30%) -> DealDamage(2d8,Physical) + ApplyStatus(MARKED_FOR_EXECUTION,100,12)","0","2d8,Physical","ArmsSlayers,FurySlayers","h78fe4967g0009g0000g0000g000000000001","h78fe4967g000ag0000g0000g000000000001"
"WAR_Crashing_Thunder","Crashing Thunder","CT","Allows Thunder Clap to replace Whirlwind in rotation.","Allows Thunder Clap to effectively replace Whirlwind within the rotation.","Passive","Hero-Talent-Passive","Mountain-Thane,Hero-Talent,Thunder-Clap-Enhancement","","","15","15","Hero Talent","Protection,Fury","Thunder Clap","","","","0","None","N/A - Passive","N/A - Passive","Passive","N/A","","N/A - Passive","N/A - Passive","N/A - Passive Effect","Not Started","P0","Enhances Thunder Clap with additional effects.","","Ability Enhancement","DealDamage(Thunder Clap) + ApplyStatus(WHIRLWIND_BUFF,6sec)","0","N/A - Enhancement","FuryMountainThane,ProtectionMountainThane","h78fe4967g0003g0000g0000g000000000001","h78fe4967g0004g0000g0000g000000000001"
"WAR_Ground_Current","Ground Current","GC","Lightning Strikes hit multiple targets for reduced damage.","Allows Lightning Strikes to hit multiple targets for significantly reduced damage. Does not hit the primary target of the lightning strike's initial target.","Passive","Hero-Talent-Passive","Mountain-Thane,Hero-Talent,Lightning","","","15","15","Baseline","All","","","","","0","Action","N/A - Passive","N/A - Passive","Passive","Target","","N/A - Passive","N/A - Passive","N/A - Passive Effect","Not Started","P0","Mountain Thane passive - NEEDS WOWHEAD RESEARCH for specific mechanics.","","AoE Enhancement","IF(LightningStrike):DealDamage(Random(3,EnemiesWithin15ft),1d4,Lightning)","0","1d4,Lightning (reduced from main)","FuryMountainThane,ProtectionMountainThane","h78fe4967g0119g0000g0000g000000000001","h78fe4967g011ag0000g0000g000000000001"
"WAR_Strength_of_the_Mountain","Strength of the Mountain","SM","General damage increase.","General damage increase for Mountain Thane warriors.","Passive","Hero-Talent-Passive","Mountain-Thane,Hero-Talent,Stat-Boost","","","15","15","Baseline","All","","","","","0","Action","N/A - Passive","N/A - Passive","Passive","Target","","N/A - Passive","N/A - Passive","N/A - Passive Effect","Not Started","P0","Mountain Thane passive - Likely strength boost or damage increase.","","Stat Boost","AddDamageBonus(5%,All) + Ability(Strength,+1)","0","N/A - Stat Boost","FuryMountainThane,ProtectionMountainThane","h78fe4967g011bg0000g0000g000000000001","h78fe4967g011cg0000g0000g000000000001"
"WAR_Martial_Expert","Martial Expert","ME","Increases critical strike damage.","One of several critical strike damage boosts for Colossus warriors.","Passive","Hero-Talent-Passive","Colossus,Hero-Talent,Mastery-Boost","","15","","15","Hero Talent","Arms,Protection","","","","","0","None","N/A - Passive","N/A - Passive","Passive","N/A","","N/A - Passive","N/A - Passive","N/A - Passive Effect","Not Started","P0","Colossus passive - Likely mastery or expertise increase.","","Critical Enhancement","CriticalMultiplier(+0.5)","0","N/A - Multiplier","ArmsColossus,ProtectionColossus","h78fe4967g012dg0000g0000g000000000001","h78fe4967g012eg0000g0000g000000000001"
"WAR_Colossal_Might","Colossal Might","CM","Effectively doubles Demolish damage.","Effectively doubles the damage of Demolish when active.","Passive","Hero-Talent-Passive","Colossus,Hero-Talent,Demolish-Enhancement","","15","","15","Baseline","All","","","","","0","Action","N/A - Passive","N/A - Passive","Passive","Target","","N/A - Passive","N/A - Passive","N/A - Passive Effect","Not Started","P0","Colossus passive - Likely enhances Demolish ability damage or effects.","","Damage Multiplier","IF(HasStringInSpellRoll('WAR_Demolish')):MultiplyDamage(2.0)","0","N/A - Multiplier","ArmsColossus,ProtectionColossus","h78fe4967g011dg0000g0000g000000000001","h78fe4967g011eg0000g0000g000000000001"
"WAR_Earthquake","Earthquake","EAR","Very useful for reduced cooldown and knock-up disruption.","Very useful for its reduced cooldown, while the knock-up allows disruption in spite of diminishing returns.","Offensive","Hero-Talent-Passive","Colossus,Hero-Talent,AoE,Ground-Effect","","15","","15","Baseline","All","","","","","","Action","","None","Spell_Zone","Zone","","AreaTarget()","","","Not Started","P0","Mountain Thane active ability - Ground-targeted AoE earthquake effect.","","AoE Control","DealDamage(3d8,Bludgeoning,AOE) + ApplyStatus(PRONE,100,1)","15","3d8,Bludgeoning","ArmsColossus,ProtectionColossus","h78fe4967g0147g0000g0000g000000000001","h78fe4967g0148g0000g0000g000000000001"
"WAR_Imminent_Demise","Imminent Demise","ID","Allows consuming Marked for Execution, empowers Bladestorm.","Allows the consumption of Marked for Execution, even without Sudden Death talented, while also making Bladestorm much more powerful. Has strong synergy with Unhinged.","Passive","Hero-Talent-Passive","Slayer,Hero-Talent,Execute-Build","","15","15","","Hero Talent","Arms,Fury","Execute","","","","0","None","N/A - Passive","N/A - Passive","Passive","N/A","","N/A - Passive","N/A - Passive","N/A - Passive Effect","Not Started","P0","Slayer passive - Execute-focused enhancement.","","Buff Consumption + Enhancement","IF(HasStatus(MARKED_FOR_EXECUTION)):RemoveStatus() + DealDamage(Bladestorm * 1.5)","0","N/A - Enhancer","ArmsSlayers,FurySlayers","h78fe4967g012fg0000g0000g000000000001","h78fe4967g0130g0000g0000g000000000001"
"WAR_Thunder_Blast","Thunder Blast","TB","Stronger version of Thunder Clap that ignores armor.","Enables Thunder Blast, a stronger version of Thunder Clap that ignores armor. Granted by Avatar casts.","Offensive","Hero-Talent-Passive","Mountain-Thane,Hero-Talent,Lightning,AoE","","","17","17","Hero Talent","Protection,Fury","","","","","","None","","None","Spell_Zone","Zone","","AreaTarget()","","","Not Started","P0","Mountain Thane active ability - Lightning blast AoE.","","Ability Replacement/Enhancement","DealDamage(ignores AC) + ApplyStatus(Thunder_Blast_Buff)","30","4d8+StrengthModifier,Thunder","FuryMountainThane,ProtectionMountainThane","h78fe4967g0151g0000g0000g000000000001","h78fe4967g0152g0000g0000g000000000001"
"WAR_Storm_Bolts","Storm Bolts","SB","Splits stun effect across multiple targets.","A mostly PvP talent, as being unable to dictate which two extra targets can contribute to diminishing returns.","Offensive","Hero-Talent-Passive","Mountain-Thane,Hero-Talent,Lightning,Projectile","","","17","17","Baseline","All","","","","","","Action","","OncePerTurn","Spell_Projectile","Projectile","","Distance() <= 18 and not Dead()","DealDamage(2d6+StrengthModifier,Bludgeoning,Magical)","WAR_STORM_BOLTS","Not Started","P0","Mountain Thane ability - Lightning bolt projectile attacks.","","AoE Stun","DealDamage(Primary) + ApplyStatus(STUNNED,2turns) + Random(2,EnemiesWithin30ft):ApplyStatus(STUNNED,1turn)","0","2d6+StrengthModifier,Bludgeoning","FuryMountainThane,ProtectionMountainThane","h78fe4967g01b5g0000g0000g000000000001","h78fe4967g01b6g0000g0000g000000000001"
"WAR_Keep_your_feet_on_the_Ground","Keep your feet on the Ground","KYFOG","Strong defensive bonus from Thunder Blast procs.","Very strong passive defensive bonus due to the high frequency of Thunder Blast procs.","Passive","Hero-Talent-Passive","Mountain-Thane,Hero-Talent,CC","","","17","17","Baseline","All","","","","","0","Action","N/A - Passive","N/A - Passive","Passive","Target","","N/A - Passive","N/A - Passive","N/A - Passive Effect","Not Started","P0","Mountain Thane passive - Likely knockdown or root mechanic.","","CC Immunity","ApplyStatus(GROUNDED,100,6) -> Immune(Prone,Shove,Knockback)","0","N/A","FuryMountainThane,ProtectionMountainThane","h78fe4967g011fg0000g0000g000000000001","h78fe4967g0120g0000g0000g000000000001"
"WAR_Arterial_Bleed","Arterial Bleed","AB","Enhances bleed effects.","Enhances bleed effects applied by Colossus abilities.","Passive","Bleed","Colossus,Hero-Talent,Bleed,DoT","","17","","17","Hero Talent","Arms,Protection","","","","","0","None","N/A - Passive","N/A - Passive","Passive","N/A","","N/A - Passive","N/A - Passive","N/A - Passive Effect","Not Started","P0","Slayer passive - Applies or enhances bleed effects.","","DoT Enhancement","IF(ApplyStatus(BLEEDING)):IncreaseDuration(+2turns) + IncreaseDamage(+1d4)","0","+1d4 bleed damage per turn","ArmsColossus,ProtectionColossus","h78fe4967g0131g0000g0000g000000000001","h78fe4967g0132g0000g0000g000000000001"
"WAR_Tide_of_Battle","Tide of Battle","TB","Variable Overpower damage increase.","Variable Overpower damage increase based on combat conditions.","Passive","Hero-Talent-Passive","Colossus,Hero-Talent","","17","","17","Baseline","All","","","","","0","Action","N/A - Passive","N/A - Passive","Passive","Target","","N/A - Passive","N/A - Passive","N/A - Passive Effect","Not Started","P0","Mountain Thane passive - NEEDS RESEARCH for specific mechanics.","","Conditional Damage","IF(Overpower):AddDamageBonus(1d6 per enemy within 10ft, max 3d6)","0","+1d6 to +3d6 conditional","ArmsColossus,ProtectionColossus","h78fe4967g0121g0000g0000g000000000001","h78fe4967g0122g0000g0000g000000000001"
"WAR_No_Stranger_to_Pain","No Stranger to Pain","NSP","Increases Ignore Pain effectiveness.","Increases the value of Ignore Pain, though the ability itself is rather small.","Passive","Hero-Talent-Passive","Colossus,Hero-Talent,Defensive","","17","","17","Baseline","All","","","","","0","Action","N/A - Passive","N/A - Passive","Passive","Target","","N/A - Passive","N/A - Passive","N/A - Passive Effect","Not Started","P0","Mountain Thane passive - Likely damage reduction or pain suppression.","","Damage Reduction Enhancement","IF(HasStatus(IGNORE_PAIN)):AddDamageReduction(25%)","0","N/A","ArmsColossus,ProtectionColossus","h78fe4967g0123g0000g0000g000000000001","h78fe4967g0124g0000g0000g000000000001"
"WAR_Death_Drive","Death Drive","DD","Minor random healing during execute phase.","Very minor and largely random, which means it will not always be effective healing.","Passive","Hero-Talent-Passive","Slayer,Hero-Talent,Execute-Phase","","17","17","","Hero Talent","Arms,Fury","","","","","0","None","N/A - Passive","N/A - Passive","Passive","N/A","","N/A - Passive","N/A - Passive","N/A - Passive Effect","Not Started","P0","Slayer passive - Bonuses during execute/death phase.","","Conditional Healing","IF(Execute):Heal(1d6+Constitution)","0","1d6+Constitution healing","ArmsSlayers,FurySlayers","h78fe4967g0133g0000g0000g000000000001","h78fe4967g0134g0000g0000g000000000001"
"WAR_Flashing_Skies","Flashing Skies","FS","Significantly boosts Thunder Blast single target damage.","Significantly boosts the single target value of Thunder Blast. Triggers in addition to the normal random chance for a lightning strike, allowing two for one cast.","Passive","Hero-Talent-Passive","Mountain-Thane,Hero-Talent,Lightning","","","19","19","Hero Talent","Protection,Fury","","","","","0","None","N/A - Passive","N/A - Passive","Passive","N/A","","N/A - Passive","N/A - Passive","N/A - Passive Effect","Not Started","P0","Mountain Thane passive - Increases lightning effects frequency/damage.","","Damage Enhancement + Extra Proc","IF(Spell=Thunder_Blast):AddDamageBonus(50%) + TriggerLightningStrike()","0","N/A - Passive Damage Modifier (+50% to Thunder Blast)","FuryMountainThane,ProtectionMountainThane","h78fe4967g0135g0000g0000g000000000001","h78fe4967g0136g0000g0000g000000000001"
"WAR_Thorim_s_Might","Thorims Might","TM","Greatly empowers lightning strikes and rotational abilities.","Very powerful, giving lightning strikes and rotational abilities much more value.","Passive","Hero-Talent-Passive","Mountain-Thane,Hero-Talent,Power-Boost","","","19","19","Baseline","All","","","","","0","Action","N/A - Passive","N/A - Passive","Passive","Target","","N/A - Passive","N/A - Passive","N/A - Passive Effect","Not Started","P0","Mountain Thane passive - Thorim's power, likely damage or strength boost.","","Universal Damage Boost","AddDamageBonus(10%,Lightning) + AddDamageBonus(5%,Physical)","0","N/A - Multiplier","FuryMountainThane,ProtectionMountainThane","h78fe4967g0125g0000g0000g000000000001","h78fe4967g0126g0000g0000g000000000001"
"WAR_Burst_of_Power","Burst of Power","BP","Random Bloodthirst damage increase.","Random Bloodthirst damage increase triggered by lightning effects.","Passive","Hero-Talent-Passive","Mountain-Thane,Hero-Talent,Burst-Damage","","","19","19","Baseline","All","","","","","0","Action","N/A - Passive","N/A - Passive","Passive","Target","","N/A - Passive","N/A - Passive","N/A - Passive Effect","Not Started","P0","Mountain Thane passive - Burst damage window or cooldown enhancement.","","Conditional Damage Boost","IF(HasStatus(LIGHTNING_BUFF)):AddDamageBonus(2d6) to Bloodthirst","0","+2d6 bonus damage","FuryMountainThane,ProtectionMountainThane","h78fe4967g0127g0000g0000g000000000001","h78fe4967g0128g0000g0000g000000000001"
"WAR_Practiced_Strikes","Practiced Strikes","PS","General damage increase.","General damage increase for Colossus warriors.","Passive","Single-Target-Attack","Colossus,Hero-Talent,Attack-Speed","","19","","19","Hero Talent","Arms,Protection","","","","","0","None","N/A - Passive","N/A - Passive","Passive","N/A","","N/A - Passive","N/A - Passive","N/A - Passive Effect","Not Started","P0","Slayer passive - Increases attack frequency or reduces GCD.","","Damage Boost","AddDamageBonus(5%,MeleeWeapon)","0","N/A - Multiplier","ArmsColossus,ProtectionColossus","h78fe4967g0137g0000g0000g000000000001","h78fe4967g0138g0000g0000g000000000001"
"WAR_Precise_Might","Precise Might","PM","Emphasizes regular Mortal Strike use and critical strikes.","Further emphasizes using Mortal Strike regularly and getting critical strikes.","Passive","Hero-Talent-Passive","Colossus,Hero-Talent,Critical","","19","","19","Baseline","All","","","","","0","Action","N/A - Passive","N/A - Passive","Passive","Target","","N/A - Passive","N/A - Passive","N/A - Passive Effect","Not Started","P0","Colossus passive - Likely crit chance or crit damage boost.","","Critical Enhancement","IF(Spell=Mortal_Strike):CriticalChance(+10%)","0","N/A","ArmsColossus,ProtectionColossus","h78fe4967g0129g0000g0000g000000000001","h78fe4967g012ag0000g0000g000000000001"
"WAR_Mountain_of_Muscle_and_Scars","Mountain of Muscle and Scars","MMS","General damage/defense increase.","General damage/defense, and almost unnoticeable size increase.","Passive","Hero-Talent-Passive","Colossus,Hero-Talent,Tank,HP-Boost","","19","","19","Baseline","All","","","","","0","Action","N/A - Passive","N/A - Passive","Passive","Target","","N/A - Passive","N/A - Passive","N/A - Passive Effect","Not Started","P0","Mountain Thane passive - Likely HP increase or damage reduction for tanks.","","Stat Boost","Ability(Constitution,+2) + IncreaseMaxHP(20)","0","N/A","ArmsColossus,ProtectionColossus","h78fe4967g012bg0000g0000g000000000001","h78fe4967g012cg0000g0000g000000000001"
"WAR_Show_No_Mercy","Show No Mercy","SNM","Damage increase tied to Marked for Execution procs.","Another damage increase tied to Marked for Execution and Sudden Death procs.","Passive","Hero-Talent-Passive","Slayer,Hero-Talent,Execute-Finisher","","19","19","","Hero Talent","Arms,Fury","","","","","0","None","N/A - Passive","N/A - Passive","Passive","N/A","","N/A - Passive","N/A - Passive","N/A - Passive Effect","Not Started","P0","Slayer passive - Execute enhancements, no mercy mechanics.","","Conditional Damage","IF(Target.HasStatus(MARKED_FOR_EXECUTION)):AddDamageBonus(15%)","0","N/A - Passive Damage Modifier (+15% vs MARKED)","ArmsSlayers,FurySlayers","h78fe4967g0139g0000g0000g000000000001","h78fe4967g013ag0000g0000g000000000001"
"WAR_Avatar_of_the_Storm","Avatar of the Storm","AS","Grants Thunder Blast charges when casting Avatar.","Thunder Blast charges are only granted by natural casts of Avatar, not including procs from Berserker or Titan's Torment.","Passive","Hero-Talent-Passive","Mountain-Thane,Hero-Talent,Avatar-Enhancement","","","20","20","Hero Talent","Protection,Fury","Avatar","","","","0","None","N/A - Passive","N/A - Passive","Passive","N/A","","N/A - Passive","N/A - Passive","N/A - Passive Effect","Not Started","P0","Mountain Thane keystone - Enhances Avatar with storm/lightning effects.","","Charge Generation","IF(Spell = WAR_Avatar AND NOT HasStatus(Proc)):ApplyStatus(THUNDER_BLAST_CHARGES, 3)","0","N/A","FuryMountainThane,ProtectionMountainThane","h78fe4967g0005g0000g0000g000000000001","h78fe4967g0006g0000g0000g000000000001"
"WAR_Dominance_of_the_Colossus","Dominance of the Colossus","DC","Grants cooldown reduction and damage amplification debuff.","Grants cooldown reduction and applies a debuff that increases all damage dealt, including that of the Demolish that applies it.","Passive","Hero-Talent-Passive","Colossus,Hero-Talent,Keystone","","20","","20","Hero Talent","Arms,Protection","","","","","0","None","N/A - Passive","N/A - Passive","Passive","N/A","","N/A - Passive","N/A - Passive","N/A - Passive Effect","Not Started","P0","Colossus keystone passive - Grants core Colossus mechanics.","","Damage Amplification","ApplyStatus(WAR_COLOSSUS_VULNERABILITY,100,6) -> AddDamageBonus(20%,All)","0","N/A","ArmsColossus,ProtectionColossus","h78fe4967g000bg0000g0000g000000000001","h78fe4967g000cg0000g0000g000000000001"
"WAR_Unrelenting_Onslaught","Unrelenting Onslaught","UO","Increases Bladestorm frequency at cost of cooldown sync.","Typically desyncs Bladestorm from other major cooldowns, though the increased frequency is worth the tradeoff.","Passive","Hero-Talent-Passive","Slayer,Hero-Talent,Aggressive-Playstyle","","20","20","","Hero Talent","Arms,Fury","","","","","0","None","N/A - Passive","N/A - Passive","Passive","N/A","","N/A - Passive","N/A - Passive","N/A - Passive Effect","Not Started","P0","Slayer passive - Continuous assault bonuses.","","Cooldown Reduction","ModifyCooldown(WAR_Bladestorm,-30sec)","0","N/A","ArmsSlayers,FurySlayers","h78fe4967g013bg0000g0000g000000000001","h78fe4967g013cg0000g0000g000000000001"
"WAR_Brutal_Finish","Brutal Finish","BF","Slayer talent: Execute deals more damage.","+2d12 to Execute","Passive","Hero-Talent","Slayer,Hero-Talent,Execute,Damage-Boost","","17","17","","Hero Talent","Arms,Fury","","","","","0","","N/A - Passive","N/A - Passive","Passive","N/A - Passive","IF(HasStringInSpellRoll('WAR__Execute_')):AddDamageBonus(2d12)","N/A - Passive","N/A - Passive","N/A - Passive Effect","Not Started","P0","Slayer Hero Talent - Path 1. Your Execute deals significantly more damage. https://www.wowhead.com/spell=404139","","Direct Damage Increase","IF(HasStringInSpellRoll('WAR_Execute')):AddDamageBonus(2d12)","0","+2d12 bonus","ArmsSlayers,FurySlayers","h78fe4967g000fg0000g0000g000000000001","h78fe4967g0010g0000g0000g000000000001"
"WAR_Opportunist","Opportunist","OPP","Slayer talent: Attacks against bleeding/stunned targets deal more.","+1d8 vs bleeding/stunned","Passive","Hero-Talent","Slayer,Hero-Talent,Conditional-Damage","","17","17","","Hero Talent","Arms,Fury","","","","","0","","N/A - Passive","N/A - Passive","Passive","N/A - Passive","IF(HasStatus('BLEEDING',context.Target) OR HasStatus('STUNNED',context.Target)):AddDamageBonus(1d8)","N/A - Passive","N/A - Passive","N/A - Passive Effect","Not Started","P0","Slayer Hero Talent - Path 2. Your attacks deal additional damage to bleeding or stunned targets. https://www.wowhead.com/spell=279066","","Conditional Damage","IF(HasStatus('BLEEDING',Target) OR HasStatus('STUNNED',Target)):AddDamageBonus(1d8)","0","+1d8 conditional bonus","ArmsSlayers,FurySlayers","h78fe4967g013dg0000g0000g000000000001","h78fe4967g013eg0000g0000g000000000001"
"WAR_Overwhelming_Blades","Overwhelming Blades","OB","Slayer talent: Whirlwind/Bladestorm hit harder.","+1d10 to Whirlwind/Bladestorm","Passive","Hero-Talent","Slayer,Hero-Talent,AoE,Damage-Boost","","15","15","","Hero Talent","Arms,Fury","","","","","0","","N/A - Passive","N/A - Passive","Passive","N/A - Passive","IF(HasStringInSpellRoll('WAR__Whirlwind_') OR HasStringInSpellRoll('WAR__Bladestorm_')):AddDamageBonus(1d10)","N/A - Passive","N/A - Passive","N/A - Passive Effect","Not Started","P0","Slayer Hero Talent - Path 3. Your Whirlwind and Bladestorm deal significantly more damage. https://www.wowhead.com/spell=427581","","AoE Damage Increase","IF(HasStringInSpellRoll('WAR_Whirlwind') OR HasStringInSpellRoll('WAR_Bladestorm')):AddDamageBonus(1d10)","0","+1d10 bonus","ArmsSlayers,FurySlayers","h78fe4967g013fg0000g0000g000000000001","h78fe4967g0140g0000g0000g000000000001"
"WAR_Reap_the_Storm","Reap the Storm","RS","Slayer talent: Whirlwind generates more Rage.","Whirlwind generates 1 Rage per target hit","Passive","Hero-Talent","Slayer,Hero-Talent,Rage-Generation","","19","19","","Hero Talent","Arms,Fury","","","","","0","","N/A - Passive","N/A - Passive","Passive","N/A - Passive","IF(HasStringInSpellRoll('WAR__Whirlwind_')):RestoreResource(context.Source,Rage,10,0)","N/A - Passive","N/A - Passive","N/A - Passive Effect","Not Started","P0","Slayer Hero Talent - Path 3. Your Whirlwind generates additional Rage. https://www.wowhead.com/spell=377633","","Resource Generation","IF(HasStringInSpellRoll('WAR_Whirlwind')):RestoreResource(context.Source,Rage,10,0)","0","N/A","ArmsSlayers,FurySlayers","h78fe4967g0007g0000g0000g000000000001","h78fe4967g0008g0000g0000g000000000001"
"WAR_Relentless_Pursuit","Relentless Pursuit","RP","Slayer talent: Charge CD reduced.","Charge range +10ft, CDR on kills","Passive","Hero-Talent","Slayer,Hero-Talent,Mobility,CDR","","15","15","","Hero Talent","Arms,Fury","","","","","0","","N/A - Passive","N/A - Passive","Passive","N/A - Passive","ModifyCooldown(WAR__Charge_,-1)","N/A - Passive","N/A - Passive","N/A - Passive Effect","Not Started","P0","Slayer Hero Talent - Path 1. Your Charge cooldown is reduced. https://www.wowhead.com/spell=394931","","Cooldown Reduction","ModifyCooldown(WAR_Charge,-1turn) + IF(Kill()):ResetCooldown(WAR_Charge)","0","N/A","ArmsSlayers,FurySlayers","h78fe4967g0141g0000g0000g000000000001","h78fe4967g0142g0000g0000g000000000001"
"WAR_Slayer_s_Malice","Slayer's Malice","SM","Slayer talent: Critical strikes restore Rage.","Capstone: Crits restore 5 Rage (max 100/combat)","Passive","Hero-Talent","Slayer,Hero-Talent,Capstone,Rage-Generation","","19","19","","Hero Talent","Arms,Fury","","","","","0","","N/A - Passive","N/A - Passive","Passive","N/A - Passive","IF(IsCriticalHit()):RestoreResource(context.Source,Rage,5,0)","N/A - Passive","N/A - Passive","N/A - Passive Effect","Not Started","P0","Slayer Hero Talent - Capstone. Your critical strikes restore Rage. https://www.wowhead.com/spell=404578","","Resource Generation","IF(IsCriticalHit()):RestoreResource(context.Source,Rage,5,0)","0","N/A","ArmsSlayers,FurySlayers","h78fe4967g0011g0000g0000g000000000001","h78fe4967g0012g0000g0000g000000000001"
